model,item,feature,value,shap_value,expected_value
GBM_2,28,TA,6.6,0.05526772192503887,3.1603765379899755
GBM_2,29,TA,6.45,0.00769305078771132,3.1128018668526476
GBM_2,30,TA,6.15,-0.12102946244621438,2.9840793536187222
GBM_2,31,TA,5.7,-0.11931204676686619,2.9857967692980703
GBM_2,32,TA,5.7,-0.10279413319558567,3.002314682869351
GBM_2,33,TA,6.15,-0.1421497195242723,2.962959096540664
GBM_2,34,TA,7.13,0.4568265755688822,3.561935391633819
GBM_2,35,TA,5.85,-0.23914784222499613,2.8659609738399405
GBM_2,36,TA,6.3,-0.0018381514491737638,3.1032706646157626
GBM_2,37,TA,4.8,-0.39703529497736806,2.7080735210875684
GBM_2,38,TA,6,-0.1379466397207737,2.967162176344163
GBM_2,39,TA,6.23,-0.1379457358096372,2.9671630802552995
GBM_2,40,TA,5.25,-0.1645693231756129,2.9405394928893234
GBM_2,41,TA,5.85,-0.2060047772561175,2.899104038808819
GBM_2,42,TA,5.78,-0.17183021739111748,2.933278598673819
GBM_2,43,TA,6.3,-0.09883938679311965,3.006269429271817
GBM_2,44,TA,6.08,-0.17893986471765816,2.9261689513472784
GBM_2,45,TA,5.7,-0.07852991368380519,3.0265789023811314
GBM_2,46,TA,5.55,-0.1444895341613725,2.960619281903564
GBM_2,47,TA,5.85,-0.2349856164813609,2.8701231995835754
GBM_2,48,TA,6.3,-0.10522601182879693,2.9998828042361394
GBM_2,1,TSS,18.4,-0.42659025161855685,2.67851856444638
GBM_2,2,TSS,19.2,-0.48587960235276884,2.6192292137121678
GBM_2,3,TSS,20.1,-0.44904671114499506,2.6560621049199415
GBM_2,4,TSS,19.7,-0.34731792313115345,2.757790892933783
GBM_2,5,TSS,21,-0.09864610876148017,3.006462707303456
GBM_2,6,TSS,21.1,-0.08111402801083444,3.023994788054102
GBM_2,7,TSS,20.6,-0.4191549556918331,2.6859538603731035
GBM_2,8,TSS,21.3,-0.17469549487678215,2.9304133211881545
GBM_2,9,TSS,21.6,-0.0476360887837915,3.057472727281145
GBM_2,10,TSS,21.8,0.14434245876995316,3.2494512748348896
GBM_2,11,TSS,22.2,0.1437864263304884,3.2488952423954247
GBM_2,12,TSS,21.5,0.04023452987975801,3.1453433459446947
GBM_2,13,TSS,21.8,0.1616782224879666,3.266787038552903
GBM_2,14,TSS,19.9,-0.4165037427429058,2.6886050733220306
GBM_2,15,TSS,22.1,0.11018981135385528,3.215298627418792
GBM_2,16,TSS,22.1,0.11747837391977375,3.22258718998471
GBM_2,17,TSS,22.4,0.08191536776238113,3.1870241838273174
GBM_2,18,TSS,21.9,0.120004719875909,3.2251135359408454
GBM_2,19,TSS,22.4,0.12210067049844356,3.22720948656338
GBM_2,20,TSS,20.9,-0.24175854334083602,2.8633502727241007
GBM_2,21,TSS,20.6,-0.5030318458860418,2.602076970178895
GBM_2,22,TSS,23.2,0.08190305862005964,3.187011874684996
GBM_2,23,TSS,22.9,0.13903431745404074,3.2441431335189774
GBM_2,24,TSS,21.6,0.0860356059298954,3.191144421994832
GBM_2,25,TSS,22.8,0.17911598537320683,3.2842248014381434
GBM_2,26,TSS,20.4,-0.47387993047863103,2.6312288855863053
GBM_2,27,TSS,20.5,-0.5189115261044461,2.5861972899604906
GBM_2,28,TSS,19.9,-0.5160218989914573,2.5890869170734794
GBM_2,29,TSS,20.3,-0.5249166395799616,2.580192176484975
GBM_2,30,TSS,21.1,-4.571632243773882e-4,3.104651652840559
GBM_2,31,TSS,21.5,-0.01808595447840894,3.0870228615865276
GBM_2,32,TSS,21.2,-0.08420981281859169,3.020899003246345
GBM_2,33,TSS,21.6,-0.030119169653713307,3.074989646411223
GBM_2,34,TSS,21.4,-0.050462401565906576,3.0546464144990297
GBM_2,35,TSS,21.9,0.16626221829322219,3.271371034358159
GBM_2,36,TSS,21.4,0.07863856012318693,3.1837473761881236
GBM_2,37,TSS,24.8,0.12564334450223094,3.2307521605671674
GBM_2,38,TSS,20,-0.4891012022060993,2.6160076138588373
GBM_2,39,TSS,22.2,0.12661717597879169,3.231725992043728
GBM_2,40,TSS,22.8,0.08787510028687032,3.192983916351807
GBM_2,41,TSS,23.1,0.06759531051330361,3.1727041265782403
GBM_2,42,TSS,23,0.06236311563402688,3.1674719316989632
GBM_2,43,TSS,19.7,-0.5272536579180003,2.577855158146936
GBM_2,44,TSS,22.7,0.13565635773987084,3.2407651738048076
GBM_2,45,TSS,21.3,-0.06179186058458108,3.043316955480355
GBM_2,46,TSS,22.7,0.06929798934445919,3.1744068054093955
GBM_2,47,TSS,22.1,0.0992488368525972,3.2043576529175337
GBM_2,48,TSS,22.2,0.08049113013229109,3.1855999461972275
GBM_grid_1_model_77,1,Anth,299,-0.647284553594849,2.4566315801393435
GBM_grid_1_model_77,2,Anth,544,-0.6113155727645485,2.492600560969644
GBM_grid_1_model_77,3,Anth,522,-0.6489879891705641,2.4549281445636284
GBM_grid_1_model_77,4,Anth,478,-0.6263582132966496,2.477557920437543
GBM_grid_1_model_77,5,Anth,588,-0.5096544448227487,2.594261688911444
GBM_grid_1_model_77,6,Anth,677,-0.2816127342312033,2.822303399502989
GBM_grid_1_model_77,7,Anth,639,-0.5004779800022643,2.603438153731928
GBM_grid_1_model_77,8,Anth,494,-0.6789665604628681,2.4249495732713244
GBM_grid_1_model_77,9,Anth,609,-0.5066924395538694,2.597223694180323
GBM_grid_1_model_77,10,Anth,565,-0.5861591155095696,2.517757018224623
GBM_grid_1_model_77,11,Anth,655,-0.4189748274278221,2.6849413063063703
GBM_grid_1_model_77,12,Anth,861,0.4518396940162954,3.555755827750488
GBM_grid_1_model_77,13,Anth,642,-0.3990752474560398,2.7048408862781526
GBM_grid_1_model_77,14,Anth,436,-0.5959820587842544,2.5079340749499384
GBM_grid_1_model_77,15,Anth,576,-0.6172505419199299,2.486665591814263
GBM_grid_1_model_77,16,Anth,506,-0.6050796391321759,2.4988364946020165
GBM_grid_1_model_77,17,Anth,749,-0.23543606340232792,2.8684800703318647
GBM_grid_1_model_77,18,Anth,571,-0.6285985742488271,2.475317559485365
GBM_grid_1_model_77,19,Anth,761,-0.21467127765830255,2.88924485607589
GBM_grid_1_model_77,20,Anth,499,-0.6288783516167007,2.475037782117492
GBM_grid_1_model_77,21,Anth,754,-0.19233284313774401,2.9115832905964485
GBM_grid_1_model_77,22,Anth,725,-0.22438037464795985,2.8795357590862327
GBM_grid_1_model_77,23,Anth,833,0.4613858523736476,3.56530198610784
GBM_grid_1_model_77,24,Anth,830,0.4532403175741532,3.557156451308346
GBM_grid_1_model_77,25,Anth,933,0.7899600073342301,3.8938761410684224
GBM_grid_1_model_77,26,Anth,613,-0.4581543091318665,2.6457618246023262
GBM_grid_1_model_77,27,Anth,548,-0.6558659499690604,2.4480501837651323
GBM_grid_1_model_77,28,Anth,765,-0.2057375664962814,2.898178567237911
GBM_grid_1_model_77,29,Anth,683,-0.3151675273552429,2.7887486063789497
GBM_grid_1_model_77,30,Anth,922,0.7454195984219045,3.849335732156097
